,Set number,Name,Set type,Theme,Theme group,Subtheme,Year released,Pieces,Minifigs,Price,Age range
5265,5977-1,Travel Friends (In-flight),Normal,BELVILLE,Girls,null,2001,17,null,0,5 - 9
5266,6290-1,Red Beard Runner,Normal,PIRATES,Historical,null,2001,698,7,99.99,8 - 12
5267,6291-1,Armada Flagship,Normal,PIRATES,Historical,null,2001,280,3,50.00,null
5268,6292-1,Enchanted Island,Normal,PIRATES,Historical,ISLANDERS,2001,419,7,70.00,null
5269,6472-1,Gas N' Wash Express,Normal,TOWN,Modern day,SHOPS AND SERVICES,2001,470,3,50.00,null
5270,6719-1,Brachiosaurus,Normal,DINOSAURS,Action/Adventure,null,2001,25,null,10.00,null
5271,6720-1,Tyrannosaurus Rex,Normal,DINOSAURS,Action/Adventure,null,2001,23,null,10.00,null
5272,6721-1,Mosasaurus,Normal,DINOSAURS,Action/Adventure,null,2001,26,null,10.00,null
5273,6722-1,Styracosaurus,Normal,DINOSAURS,Action/Adventure,null,2001,19,null,10.00,null
5274,6771-1,Ogel Command Striker,Normal,ALPHA TEAM,Action/Adventure,null,2001,28,1,4.00,null
5275,6772-1,Alpha Team Cruiser,Normal,ALPHA TEAM,Action/Adventure,null,2001,57,1,7.00,null
5276,6773-1,Alpha Team Helicopter,Normal,ALPHA TEAM,Action/Adventure,null,2001,79,1,10.00,null
5277,6774-1,Alpha Team ATV,Normal,ALPHA TEAM,Action/Adventure,null,2001,134,2,20.00,7 - 12
5278,6775-1,Alpha Team Bomb Squad,Normal,ALPHA TEAM,Action/Adventure,null,2001,190,3,35.00,null
5279,6776-1,Ogel Control Center,Normal,ALPHA TEAM,Action/Adventure,null,2001,410,3,50.00,null
5280,7000-1,Baby Ankylosaurus,Normal,DINOSAURS,Action/Adventure,null,2001,37,null,3.00,null
5281,7001-1,Baby Iguanodon,Normal,DINOSAURS,Action/Adventure,null,2001,23,null,3.00,null
5282,7002-1,Baby Brachiosaurus,Normal,DINOSAURS,Action/Adventure,null,2001,31,null,3.00,null
5283,7003-1,Baby Dimetrodon,Normal,DINOSAURS,Action/Adventure,null,2001,20,null,3.00,null
5284,7106-1,Droid Escape,Normal,STAR WARS,Licensed,EPISODE IV,2001,45,2,6.00,null
5285,7126-1,Battle Droid Carrier,Normal,STAR WARS,Licensed,EPISODE I,2001,133,7,10.00,null
5286,7127-1,Imperial AT-ST,Normal,STAR WARS,Licensed,EPISODE VI,2001,107,1,10.00,null
5287,7146-1,TIE Fighter,Normal,STAR WARS,Licensed,EPISODE IV,2001,171,2,20.00,null
5288,7166-1,Imperial Shuttle,Normal,STAR WARS,Licensed,EPISODE VI,2001,238,4,35.00,null
5289,7186-1,Watto's Junkyard,Normal,STAR WARS,Licensed,EPISODE I,2001,443,2,50.00,null
5290,7300-1,Double Hover,Normal,SPACE,Action/Adventure,LIFE ON MARS,2001,21,1,3.00,null
5291,7301-1,Rover,Normal,SPACE,Action/Adventure,LIFE ON MARS,2001,28,1,3.00,null
5292,7302-1,Worker Robot,Normal,SPACE,Action/Adventure,LIFE ON MARS,2001,30,1,3.00,null
5293,7303-1,Jet Scooter,Normal,SPACE,Action/Adventure,LIFE ON MARS,2001,24,1,0,null
5294,7308-1,Double Hover,Normal,SPACE,Action/Adventure,LIFE ON MARS,2001,21,1,0,null
5295,7309-1,Rover,Normal,SPACE,Action/Adventure,LIFE ON MARS,2001,28,1,0,null
5296,7310-1,Mono Jet,Normal,SPACE,Action/Adventure,LIFE ON MARS,2001,33,1,4.00,null
5297,7311-1,Red Planet Cruiser,Normal,SPACE,Action/Adventure,LIFE ON MARS,2001,73,1,7.00,null
5298,7312-1,T-3 Trike,Normal,SPACE,Action/Adventure,LIFE ON MARS,2001,99,1,10.00,null
5299,7313-1,Red Planet Protector,Normal,SPACE,Action/Adventure,LIFE ON MARS,2001,194,1,20.00,null
5300,7314-1,Recon Mech RP,Normal,SPACE,Action/Adventure,LIFE ON MARS,2001,194,1,20.00,null
5301,7315-1,Solar Explorer,Normal,SPACE,Action/Adventure,LIFE ON MARS,2001,242,3,35.00,null
5302,7316-1,Excavation Searcher,Normal,SPACE,Action/Adventure,LIFE ON MARS,2001,471,3,50.00,null
5303,7317-1,Aero Tube Hanger,Normal,SPACE,Action/Adventure,LIFE ON MARS,2001,706,5,90.00,null
5304,7320-1,Vega,Normal,SPACE,Action/Adventure,LIFE ON MARS,2001,5,1,0,null
5305,7321-1,Mizar,Normal,SPACE,Action/Adventure,LIFE ON MARS,2001,5,1,0,null
5306,7322-1,Altair,Normal,SPACE,Action/Adventure,LIFE ON MARS,2001,5,1,0,null
5307,7323-1,Guard,Normal,SPACE,Action/Adventure,LIFE ON MARS,2001,5,1,0,null
5308,7377-1,Biodium Watch,Gear,GEAR,Miscellaneous,WATCHES/CLOCKS,2001,null,null,0,null
5309,7399-1,Soccer Stadium Clock,Gear,GEAR,Miscellaneous,WATCHES/CLOCKS,2001,null,null,20.00,null
5310,7400-1,Life On Mars Clock,Gear,GEAR,Miscellaneous,WATCHES/CLOCKS,2001,null,null,0,null
5311,7951-1,XL Bucket,Normal,DUPLO,Pre-school,null,2001,78,1,0,null
5312,7969-1,XL Bucket,Normal,DUPLO,Pre-school,null,2001,106,null,0,null
5313,8007-1,C-3PO,Normal,STAR WARS,Licensed,TECHNIC,2001,341,null,35.00,null
5314,8008-1,Stormtrooper,Normal,STAR WARS,Licensed,TECHNIC,2001,361,null,35.00,null
5315,8240-1,Slammer Stunt Bike,Normal,TECHNIC,Technical,SPEED SLAMMERS,2001,152,null,15.00,null
5316,8241-1,Battle Cars,Normal,TECHNIC,Technical,SPEED SLAMMERS,2001,115,null,9.00,null
5317,8242-1,Slammer Turbo,Normal,TECHNIC,Technical,SPEED SLAMMERS,2001,253,null,20.00,null
5318,8463-1,Forklift,Normal,TECHNIC,Technical,null,2001,235,1,30.00,null
5319,8464-1,Pneumatic Front-End Loader,Normal,TECHNIC,Technical,null,2001,591,null,70.00,null
5320,8465-1,Extreme Off Roader,Normal,TECHNIC,Technical,null,2001,365,null,40.00,9+
5321,8466-1,4x4 Off-Roader,Normal,TECHNIC,Technical,null,2001,1102,null,119.99,null
5322,8525-1,Masks,Normal,BIONICLE,Constraction,ACCESSORIES,2001,6,null,2.00,null
5323,8530-1,Masks,Normal,BIONICLE,Constraction,ACCESSORIES,2001,6,null,0,null
5324,8531-1,Pohatu,Normal,BIONICLE,Constraction,TOA MATA,2001,49,null,7.00,null
5325,8532-1,Onua,Normal,BIONICLE,Constraction,TOA MATA,2001,30,null,7.00,null
5326,8533-1,Gali,Normal,BIONICLE,Constraction,TOA MATA,2001,35,null,7.00,null
5327,8534-1,Tahu,Normal,BIONICLE,Constraction,TOA MATA,2001,33,null,7.00,null
5328,8535-1,Lewa,Normal,BIONICLE,Constraction,TOA MATA,2001,36,null,7.00,null
5329,8536-1,Kopaka,Normal,BIONICLE,Constraction,TOA MATA,2001,33,null,7.00,null
5330,8537-1,Nui-Rama,Normal,BIONICLE,Constraction,RAHI,2001,146,null,15.00,null
5331,8538-1,Muaka & Kane-ra,Normal,BIONICLE,Constraction,RAHI,2001,633,null,70.00,null
5332,8539-1,Manas,Normal,BIONICLE,Constraction,RAHI,2001,442,null,90.00,null
5333,8540-1,Vakama,Normal,BIONICLE,Constraction,TURAGA,2001,28,null,3.00,null
5334,8541-1,Matau,Normal,BIONICLE,Constraction,TURAGA,2001,26,null,3.00,null
5335,8542-1,Onewa,Normal,BIONICLE,Constraction,TURAGA,2001,30,null,3.00,null
5336,8543-1,Nokama,Normal,BIONICLE,Constraction,TURAGA,2001,27,null,3.00,null
5337,8544-1,Nuju,Normal,BIONICLE,Constraction,TURAGA,2001,29,null,3.00,null
5338,8545-1,Whenua,Normal,BIONICLE,Constraction,TURAGA,2001,28,null,3.00,null
5339,8546-1,Bionicle Power Pack,Normal,BIONICLE,Constraction,PROMOTIONAL,2001,10,null,15.00,7+
5340,8548-1,Nui-Jaga,Normal,BIONICLE,Constraction,RAHI,2001,226,null,35.00,null
5341,8549-1,Tarakava,Normal,BIONICLE,Constraction,RAHI,2001,411,null,50.00,null
5342,9126-1,Dolls Medium Set,Normal,EDUCATION,Educational,DUPLO,2001,24,4,43.25,null
5343,9127-1,Dolls Large Set,Normal,EDUCATION,Educational,DUPLO,2001,63,8,0,null
5344,9302-1,Community Builders Set,Normal,EDUCATION,Educational,null,2001,1670,null,0,null
5345,9303-1,Airport Set,Normal,EDUCATION,Educational,null,2001,1180,4,89.00,null
5346,9783-1,Infrared Transmitter with USB Cable,Normal,EDUCATION,Educational,null,2001,2,null,30.00,null
5347,9784-1,Arctic Impact Challenge Kit,Normal,EDUCATION,Educational,FIRST LEGO LEAGUE CHALLENGE,2001,1368,null,0,null
5348,9795-1,Intelligent House Set,Normal,EDUCATION,Educational,null,2001,156,null,105.00,null
5349,10000-1,Guarded Inn,Normal,CASTLE,Historical,LION KNIGHTS,2001,253,4,25.00,null
5350,10001-1,Metroliner,Normal,TRAINS,Modern day,9V,2001,782,11,149.00,null
5351,10002-1,Railroad Club Car,Normal,TRAINS,Modern day,9V,2001,293,5,37.50,null
5352,10003-1,1x2 Sand Red Bricks,Normal,BULK BRICKS,Basic,null,2001,100,null,6.00,null
5353,10004-1,2x2 Sand Red Bricks,Normal,BULK BRICKS,Basic,null,2001,100,null,7.00,null
5354,10005-1,2x4 Sand Red Bricks,Normal,BULK BRICKS,Basic,null,2001,50,null,7.00,null
5355,10006-1,1x6 Sand Red Bricks,Normal,BULK BRICKS,Basic,null,2001,50,null,7.00,null
5356,10007-1,"2x4 Sand Red Ridge Roof Tiles, Steep Sloped",Normal,BULK BRICKS,Basic,null,2001,25,null,5.00,null
5357,10008-1,2x4 Sand Red Roof Bricks,Normal,BULK BRICKS,Basic,null,2001,50,null,8.00,null
5358,10009-1,Assorted Blue Bricks,Normal,BULK BRICKS,Basic,null,2001,62,null,5.00,null
5359,10010-1,Assorted Yellow Bricks,Normal,BULK BRICKS,Basic,null,2001,62,null,4.99,null
5360,10011-1,Assorted Blue Plates,Normal,BULK BRICKS,Basic,null,2001,42,null,4.99,null
5361,10012-1,Assorted Yellow Plates,Normal,BULK BRICKS,Basic,null,2001,42,null,5.00,null
5362,10013-1,Open Freight Wagon,Normal,TRAINS,Modern day,9V,2001,121,null,17.00,null
5363,10014-1,Caboose,Normal,TRAINS,Modern day,9V,2001,170,null,15.00,null
5364,10015-1,Green Passenger Wagon,Normal,TRAINS,Modern day,9V,2001,194,null,19.99,null
5365,10016-1,Tanker,Normal,TRAINS,Modern day,9V,2001,128,null,20.00,null
5366,10017-1,Hopper Wagon,Normal,TRAINS,Modern day,9V,2001,228,null,20.00,null
5367,10018-1,Darth Maul,Normal,STAR WARS,Licensed,ULTIMATE COLLECTOR SERIES,2001,1868,null,150.00,14+
5368,10019-1,Rebel Blockade Runner,Normal,STAR WARS,Licensed,ULTIMATE COLLECTOR SERIES,2001,1747,null,200.00,14+
5369,10111-1,Foliferous Tree,Normal,BULK BRICKS,Basic,null,2001,10,null,6.00,null
5370,10112-1,Bush,Normal,BULK BRICKS,Basic,null,2001,25,null,7.00,null
5371,10113-1,Cypress Tree,Normal,BULK BRICKS,Basic,null,2001,5,null,5.00,null
5372,10114-1,2 x 2 Sand Red Roof Tile,Normal,BULK BRICKS,Basic,null,2001,100,null,7.99,null
5373,10115-1,Jumper Bricks,Normal,BULK BRICKS,Basic,null,2001,80,null,4.99,4+
5374,16073-1,Bionicle Mask Storage Case,Gear,GEAR,Miscellaneous,STORAGE,2001,null,null,0,null
5375,18636-1,Trading Card Booster Pack,Gear,GEAR,Miscellaneous,TRADING/PLAYING CARDS,2001,null,null,3.00,null
5376,78777-1,Alien Discovery,Collection,SPACE,Action/Adventure,LIFE ON MARS,2001,122,null,8.00,null
5377,78800-1,Soccer Co-Pack,Collection,SPORTS,Modern day,PRODUCT COLLECTION,2001,129,null,20.00,null
5378,78880-1,Football Co-Pack,Collection,SPORTS,Modern day,PRODUCT COLLECTION,2001,125,null,19.99,null
5379,922213-1,Brick Eraser Set,Gear,GEAR,Miscellaneous,STATIONERY,2001,null,null,0,null
5380,4151847-1,Bionicle Trading Card Game 1: Gali & Pohatu,Gear,GEAR,Miscellaneous,TRADING/PLAYING CARDS,2001,null,null,15.00,null
5381,4151848-1,Bionicle Trading Card Game 1: Tahu & Kopaka,Gear,GEAR,Miscellaneous,TRADING/PLAYING CARDS,2001,null,null,15.00,null
5382,4151849-1,Bionicle Trading Card Game 1: Onua & Lewa,Gear,GEAR,Miscellaneous,TRADING/PLAYING CARDS,2001,null,null,15.00,null
5383,LLCABR1-1,Hau Mask - Green Brick (Legoland California),Other,PROMOTIONAL,Miscellaneous,LEGOLAND,2001,168,null,0,null
5384,MM38JAN2001-1,Mania Magazine January - February 2001,Book,BOOKS,Miscellaneous,MANIA MAGAZINE,2001,null,null,0,null
5385,MM39MAR2001-1,Mania Magazine March - April 2001,Book,BOOKS,Miscellaneous,MANIA MAGAZINE,2001,null,null,0,null
5386,MM40MAY2001-1,Mania Magazine May - June 2001,Book,BOOKS,Miscellaneous,MANIA MAGAZINE,2001,null,null,0,null
5387,MM41JUL2001-1,Mania Magazine July - August 2001,Book,BOOKS,Miscellaneous,MANIA MAGAZINE,2001,null,null,0,null
5388,MM42SEP2001-1,Mania Magazine September - October 2001,Book,BOOKS,Miscellaneous,MANIA MAGAZINE,2001,null,null,0,null
5389,MM43NOV2001-1,Mania Magazine November - December 2001,Book,BOOKS,Miscellaneous,MANIA MAGAZINE,2001,null,null,0,null
5390,W9910-1,Cyclone Master Watch,Gear,GEAR,Miscellaneous,WATCHES/CLOCKS,2001,null,null,0,null
5391,1149-1,Air Police,Normal,TOWN,Modern day,SPECIAL,2002,24,null,3.00,null
5392,1359-1,Audi TT Roadster,Normal,PROMOTIONAL,Miscellaneous,LEGOLAND,2002,57,null,0,null
5393,1374-1,Green Goblin,Normal,STUDIOS,Modern day,SPIDER-MAN,2002,58,2,7.00,null
5394,1375-1,Wrestling Scene,Normal,STUDIOS,Modern day,SPIDER-MAN,2002,null,null,24.00,null
5395,1376-1,Spider-Man Action Studio,Normal,STUDIOS,Modern day,SPIDER-MAN,2002,248,5,30.00,null
5396,1380-1,Werewolf Ambush,Normal,STUDIOS,Modern day,HORROR,2002,117,3,10.00,null
5397,1381-1,Vampire's Crypt,Normal,STUDIOS,Modern day,HORROR,2002,176,4,20.00,null
5398,1382-1,Scary Laboratory,Normal,STUDIOS,Modern day,HORROR,2002,493,6,50.00,null
5399,1383-1,Curse of the Pharaoh,Normal,STUDIOS,Modern day,HORROR,2002,50,2,4.00,null
5400,1384-1,Bird,Normal,EXPLORE,Pre-school,IMAGINATION,2002,6,null,0,null
5401,1425-1,Alpha Team Jet Sub,Normal,ALPHA TEAM,Action/Adventure,MISSION DEEP SEA,2002,22,1,0,null
5402,1426-1,Alpha Team Wing Diver,Normal,ALPHA TEAM,Action/Adventure,MISSION DEEP SEA,2002,21,1,0,null
5403,1427-1,Ogel Underwater Slizer,Normal,ALPHA TEAM,Action/Adventure,MISSION DEEP SEA,2002,21,1,0,null
5404,1428-1,Kick 'n' Score,Normal,SPORTS,Modern day,FOOTBALL,2002,23,1,0,null
5405,1429-1,Goalkeeper Training,Normal,SPORTS,Modern day,FOOTBALL,2002,23,1,0,null
5406,1430-1,Precision Training,Normal,SPORTS,Modern day,FOOTBALL,2002,16,1,0,null
5407,1435-1,Super Glider,Normal,JACK STONE,Junior,null,2002,7,1,0,null
5408,1436-1,Ultralight Flyer,Normal,JACK STONE,Junior,null,2002,15,1,0,null
5409,1437-1,Turbo Chopper,Normal,JACK STONE,Junior,null,2002,13,1,0,null
5410,1542-1,Pen Jack Stone,Gear,GEAR,Miscellaneous,PENS,2002,null,null,0,null
5411,1543-1,Pen Belville,Gear,GEAR,Miscellaneous,PENS,2002,null,null,0,null
5412,1545-3,Pen Alpha Team,Gear,GEAR,Miscellaneous,PENS,2002,null,null,0,null
5413,1546-2,Pen Racers,Gear,GEAR,Miscellaneous,PENS,2002,null,null,0,null
5414,1709-1,Pen Darth Vader,Gear,GEAR,Miscellaneous,PENS,2002,null,null,0,null
5415,1710-2,Pen R2-D2,Gear,GEAR,Miscellaneous,PENS,2002,null,null,0,null
5416,1711-2,Pen C-3PO,Gear,GEAR,Miscellaneous,PENS,2002,null,null,0,null
5417,1712-2,Pen Anakin Skywalker,Gear,GEAR,Miscellaneous,PENS,2002,null,null,0,null
5418,1713-2,Pen Jango Fett,Gear,GEAR,Miscellaneous,PENS,2002,null,null,0,null
5419,1714-2,Pen Clone Trooper,Gear,GEAR,Miscellaneous,PENS,2002,null,null,0,null
5420,1715-2,Pen Gahlok,Gear,GEAR,Miscellaneous,PENS,2002,null,null,10.00,null
5421,1716-1,Pen Kohrak,Gear,GEAR,Miscellaneous,PENS,2002,null,null,0,null
5422,1717-1,Pen Lehvak,Gear,GEAR,Miscellaneous,PENS,2002,null,null,0,null
5423,1718-1,Pen Nuhvok,Gear,GEAR,Miscellaneous,PENS,2002,null,null,0,null
5424,1719-1,Pen Pahrak,Gear,GEAR,Miscellaneous,PENS,2002,null,null,0,null
5425,1720-2,Pen Tahnok,Gear,GEAR,Miscellaneous,PENS,2002,null,null,0,null
5426,1727-2,Pen Chewbacca,Gear,GEAR,Miscellaneous,PENS,2002,null,null,0,null
5427,1728-2,Pen Darth Maul,Gear,GEAR,Miscellaneous,PENS,2002,null,null,0,null
5428,2033-2,Pen Pack Life On Mars,Gear,GEAR,Miscellaneous,PENS,2002,null,null,0,null
5429,2035-1,Pen Pack Sport,Gear,GEAR,Miscellaneous,PENS,2002,null,null,0,null
5430,3278-1,Wallpaper Wendy,Normal,DUPLO,Pre-school,BOB THE BUILDER,2002,9,1,5.00,null
5431,3279-1,Bob at Work,Normal,DUPLO,Pre-school,BOB THE BUILDER,2002,11,1,5.00,null
5432,3281-1,Naughty Spud,Normal,DUPLO,Pre-school,BOB THE BUILDER,2002,9,1,5.00,null
5433,3282-1,Clock Tower Bob,Normal,DUPLO,Pre-school,BOB THE BUILDER,2002,49,1,20.00,null
5434,3283-1,Dizzy's Birdwatch,Normal,DUPLO,Pre-school,BOB THE BUILDER,2002,44,3,30.00,null
5435,3325-1,Intelligent Train Deluxe Set,Normal,EXPLORE,Pre-school,LOGIC,2002,90,4,100.00,null
5436,3326-1,Intelligent Train Cargo,Normal,EXPLORE,Pre-school,LOGIC,2002,14,1,25.00,null
5437,3327-1,Intelligent Train Station,Normal,EXPLORE,Pre-school,LOGIC,2002,26,2,25.00,null
5438,3334-1,Intelligent Train Tunnel,Normal,EXPLORE,Pre-school,LOGIC,2002,10,null,13.00,null
5439,3335-1,Intelligent Train Starter Set,Normal,EXPLORE,Pre-school,LOGIC,2002,25,3,50.00,null
5440,3361-1,Music Twister,Normal,EXPLORE,Pre-school,IMAGINATION,2002,4,null,30.00,null
5441,3362-1,Music Tapper,Normal,EXPLORE,Pre-school,IMAGINATION,2002,4,null,30.00,null
5442,3363-1,Music Roller,Normal,EXPLORE,Pre-school,IMAGINATION,2002,4,null,35.00,null
5443,3364-1,Music Composer,Normal,EXPLORE,Pre-school,IMAGINATION,2002,7,null,50.00,null
5444,3370-1,Music Extras,Normal,EXPLORE,Pre-school,IMAGINATION,2002,6,null,8.00,null
5445,3371-1,Music Extras,Normal,EXPLORE,Pre-school,IMAGINATION,2002,4,null,8.00,null
5446,3404-2,Black Team Transport (With LEGO Football),Normal,SPORTS,Modern day,FOOTBALL,2002,127,null,0,null
5447,3420-1,Championship Challenge II,Normal,SPORTS,Modern day,FOOTBALL,2002,388,12,50.00,null
5448,3420-3,Championship Challenge II (L'Equipe de France Edition),Normal,SPORTS,Modern day,FOOTBALL,2002,341,12,0,null
5449,3421-1,3 vs. 3 Shootout,Normal,SPORTS,Modern day,FOOTBALL,2002,225,6,30.00,null
5450,3422-1,Shoot 'n' Save,Normal,SPORTS,Modern day,FOOTBALL,2002,110,2,20.00,null
5451,3423-1,Freekick Frenzy,Normal,SPORTS,Modern day,FOOTBALL,2002,54,2,10.00,null
5452,3424-1,Target Practice,Normal,SPORTS,Modern day,FOOTBALL,2002,37,1,7.00,null
5453,3425-1,US National Team Cup Edition Set,Normal,SPORTS,Modern day,FOOTBALL,2002,548,22,90.00,null
5454,3425-2,Grand Championship Cup,Normal,SPORTS,Modern day,FOOTBALL,2002,570,22,0,null
5455,3426-1,Adidas Team Transport,Collection,SPORTS,Modern day,FOOTBALL,2002,133,6,20.00,null
5456,3509-1,Brickbuster Super Truck,Normal,EXPLORE,Pre-school,IMAGINATION,2002,41,null,20.00,null
5457,3605-2,Birthday Party,Normal,EXPLORE,Pre-school,TOGETHER,2002,8,2,4.00,null
5458,3606-1,Go-Kart Transport,Normal,EXPLORE,Pre-school,TOGETHER,2002,4,1,4.00,null
5459,3607-1,Police Action,Normal,EXPLORE,Pre-school,TOGETHER,2002,7,1,4.00,null
5460,3608-1,Playground,Normal,EXPLORE,Pre-school,TOGETHER,2002,19,4,0,null
5461,3609-1,Beach House,Normal,EXPLORE,Pre-school,TOGETHER,2002,8,1,0,null
5462,3610-1,Campsite,Normal,EXPLORE,Pre-school,TOGETHER,2002,8,1,6.00,null
5463,3611-1,Road Worker Truck,Normal,EXPLORE,Pre-school,TOGETHER,2002,13,1,10.00,null
5464,3612-1,Wild Animals,Normal,EXPLORE,Pre-school,LOGIC,2002,33,2,20.00,null
5465,3613-1,Fire Rescue,Normal,EXPLORE,Pre-school,LOGIC,2002,20,2,18.00,null
5466,3614-1,Racing,Normal,EXPLORE,Pre-school,LOGIC,2002,33,3,25.00,null
5467,3615-2,Theatre Stories,Normal,EXPLORE,Pre-school,IMAGINATION,2002,45,5,30.00,null
5468,3616-1,On the Move Police Station,Normal,EXPLORE,Pre-school,BEING ME,2002,14,3,20.00,null
5469,3617-1,On the Move Hospital,Normal,EXPLORE,Pre-school,BEING ME,2002,16,3,20.00,null
5470,3618-1,Family Farm,Normal,EXPLORE,Pre-school,LOGIC,2002,53,3,50.00,null
5471,3619-1,Traffic Town,Normal,EXPLORE,Pre-school,TOGETHER,2002,75,7,50.00,null
5472,3620-1,Playhouse,Normal,EXPLORE,Pre-school,TOGETHER,2002,82,4,50.00,null
5473,3621-1,Polar Animals,Normal,EXPLORE,Pre-school,LOGIC,2002,29,2,25.00,null
5474,3650-1,Stack 'n' Learn First Rollabout,Normal,EXPLORE,Pre-school,BEING ME,2002,6,1,5.00,null
5475,3651-1,Stack 'n' Learn Friends,Normal,EXPLORE,Pre-school,BEING ME,2002,10,2,10.00,null
5476,3652-1,Lady Bird Collection,Normal,EXPLORE,Pre-school,BEING ME,2002,17,null,15.00,null
5477,3739-1,Blacksmith Shop,Normal,CASTLE,Historical,MY OWN CREATION,2002,619,2,40.00,null
5478,3806-1,Gigamesh G60,Normal,SPYBOTICS,Technical,null,2002,244,null,60.00,null
5479,3807-1,Snaptrax S45,Normal,SPYBOTICS,Technical,null,2002,202,null,60.00,null
5480,3808-1,Shadowstrike S70,Normal,SPYBOTICS,Technical,null,2002,235,null,60.00,null
5481,3809-1,Technojaw T55,Normal,SPYBOTICS,Technical,null,2002,260,null,60.00,null
5482,3918-1,Coast Girl Key Chain,Gear,GEAR,Miscellaneous,KEY CHAINS/TOWN,2002,null,null,3.00,null
5483,3926-1,Life On Mars Key Chain,Gear,GEAR,Miscellaneous,KEY CHAINS/LIFE ON MARS,2002,null,null,0,null
5484,3928-1,Sandy Moondust Astrobot Minifigure,Normal,PROMOTIONAL,Miscellaneous,MINIFIGURE,2002,5,1,0,null
5485,3929-1,Biff Starling Astrobot Minifigure,Normal,PROMOTIONAL,Miscellaneous,MINIFIGURE,2002,5,1,0.00,null
5486,3945-1,Drome Racer Key Chain,Gear,GEAR,Miscellaneous,KEY CHAINS/RACERS,2002,null,null,3.00,null
5487,3946-1,Soccer Player and Ball Key Chain,Gear,GEAR,Miscellaneous,KEY CHAINS/SPORTS,2002,null,null,3.00,null
5488,3947-1,Yoda,Gear,GEAR,Miscellaneous,KEY CHAINS/STAR WARS,2002,null,null,4.00,null
5489,3950-1,Insectoid Figure Key Chain,Gear,GEAR,Miscellaneous,KEY CHAINS/SPACE,2002,null,null,0,null
5490,3951-1,Insectoid Queen Key Chain,Gear,GEAR,Miscellaneous,KEY CHAINS/SPACE,2002,null,null,0,null
5491,3962-1,Chief Key Chain,Gear,GEAR,Miscellaneous,KEY CHAINS/WESTERN,2002,null,null,3.00,null
5492,3983-1,Captain Roger Key Chain,Gear,GEAR,Miscellaneous,KEY CHAINS/PIRATES,2002,null,null,3.00,null
5493,4040-1,Nick,Normal,GALIDOR,Licensed,null,2002,3,null,0,null
5494,4042-1,Jens,Normal,GALIDOR,Licensed,null,2002,4,null,0,null
5495,4043-1,Gorm,Normal,GALIDOR,Licensed,null,2002,4,null,0,null
5496,4044-1,Euripides,Normal,GALIDOR,Licensed,null,2002,3,null,0,null
5497,4045-1,Nepol,Normal,GALIDOR,Licensed,null,2002,3,null,0,null
5498,4080-1,Brick Bucket Small,Normal,EXPLORE,Pre-school,IMAGINATION,2002,45,null,0,null
5499,4081-1,Brick Bucket Small,Normal,EXPLORE,Pre-school,IMAGINATION,2002,45,null,0,null
5500,4082-1,Brick Bucket Small,Normal,EXPLORE,Pre-school,IMAGINATION,2002,45,null,0,null
5501,4083-1,Brick Bucket Small,Normal,EXPLORE,Pre-school,IMAGINATION,2002,45,null,0,null
5502,4084-1,Brick Bucket Small,Normal,EXPLORE,Pre-school,IMAGINATION,2002,45,null,5.00,null
5503,4085-1,Brick Bucket Large,Normal,EXPLORE,Pre-school,IMAGINATION,2002,90,null,10.00,null
5504,4087-1,"Basic Flexible Bucket, Large",Normal,EXPLORE,Pre-school,IMAGINATION,2002,90,null,0,null
5505,4088-1,Clown Bucket,Normal,EXPLORE,Pre-school,IMAGINATION,2002,90,null,0,2+
5506,4089-1,Orange Bucket XL,Normal,EXPLORE,Pre-school,IMAGINATION,2002,90,null,0,2+
5507,4103-1,Creator Bucket,Normal,CREATOR,Model making,BUCKET,2002,200,null,5.00,null
5508,4104-1,Creator Bucket,Normal,CREATOR,Model making,BUCKET,2002,200,null,0,null
5509,4105-1,Creator Bucket,Normal,CREATOR,Model making,BUCKET,2002,500,null,10.00,null
5510,4106-1,Creator Bucket,Normal,CREATOR,Model making,BUCKET,2002,500,null,10.00,null
5511,4107-1,Build Your Dreams,Normal,CREATOR,Model making,BUCKET,2002,1000,null,20.00,null
5512,4108-1,"Road Plates, Junction",Normal,TOWN,Modern day,ACCESSORIES,2002,2,null,7.00,4 - 12
5513,4109-1,"Road Plates, Curved",Normal,TOWN,Modern day,ACCESSORIES,2002,2,null,6.99,null
5514,4110-1,"Road Plates, Straight",Normal,TOWN,Modern day,ACCESSORIES,2002,2,null,7.00,null
5515,4111-1,"Road Plates, Cross",Normal,TOWN,Modern day,ACCESSORIES,2002,2,null,7.00,4 - 99
5516,4179-1,Creator Box Set,Normal,CREATOR,Model making,null,2002,500,null,0,null
5517,4180-1,Animals,Normal,EXPLORE,Pre-school,IMAGINATION,2002,90,null,0,2+
5518,4294-1,Helicopter,Normal,BASIC,Basic,null,2002,16,null,0,null
5519,4297-1,Lightning Streak,Normal,RACERS,Racing,DROME RACERS,2002,20,1,0,null
5520,4298-1,Blue Power,Normal,RACERS,Racing,DROME RACERS,2002,24,1,0,null
5521,4299-1,Nesquik Bunny Racer,Normal,RACERS,Racing,DROME RACERS,2002,18,1,0,5+
5522,4340-1,Story Builder Starter Set - Jungle Jam,Normal,EXPLORE,Pre-school,IMAGINATION,2002,10,null,50.00,null
5523,4341-1,Story Builder - Farmyard Fun,Normal,EXPLORE,Pre-school,IMAGINATION,2002,9,null,10.00,null
